Date,Gold U$/Troy Ounce,Silver cts/Troy OZ,Palladium U$/Troy Ounce,Platinum U$/Troy Ounce
10/19/2004,419.72,710.5,214,838
10/20/2004,425.32,733,216,849
10/21/2004,423.02,726.5,214,848
10/22/2004,423.45,732,214,840
10/25/2004,428.22,739.5,217,849
10/26/2004,425.72,728,216,844
10/27/2004,425.52,726.5,215,844
10/28/2004,425.72,722.5,212,821.5
10/29/2004,426.25,723,213,835
11/1/2004,427.97,727.5,209,834
11/2/2004,421.42,699.5,210,826
11/3/2004,423.82,713.5,210,832
11/4/2004,431.13,740,213,851
11/5/2004,432.72,751,212,843
11/8/2004,432.65,754.5,213.5,847
11/9/2004,434.55,757.5,213,846
11/10/2004,434.63,748,213,848
11/11/2004,434.82,749,211,852
11/12/2004,437.45,759,214,871
11/15/2004,436.42,753.5,217,877
11/16/2004,439.82,760,218,867
11/17/2004,444.1,767.5,220,869
11/18/2004,442.42,759,217,861
11/19/2004,447.13,761.5,216,854
11/22/2004,447.75,762.5,216,853
11/23/2004,448.42,756,214,853
11/24/2004,448.32,761,216,860
11/25/2004,451.5,761,214,863
11/26/2004,452.5,761,213,862
11/29/2004,452.85,776,212,861
11/30/2004,448.97,772,210,867
12/1/2004,452.77,796,211,868
12/2/2004,447.02,792,211,884
12/3/2004,450.15,796.5,208,870
12/6/2004,452.25,799,205,870
12/7/2004,452.25,789,206,868
12/8/2004,435.82,706.5,204,822
12/9/2004,435.02,688.5,190,824
12/10/2004,435,671.5,193,832
12/13/2004,439.2,686,194,831
12/14/2004,436.9,675.5,188,833
12/15/2004,440.92,690,183,841
12/16/2004,438.72,671.5,179.5,840
12/17/2004,438.27,671.5,178,838
12/20/2004,443.25,691.5,184,842
12/21/2004,441.2,686,181,841
12/22/2004,440.05,687,184,842
12/23/2004,440.67,690.5,183,840.5
12/24/2004,443.38,690.5,181,846
12/27/2004,443.38,704,181,846
12/28/2004,443.38,703.5,181,846
12/29/2004,437.72,680.5,182,865
12/30/2004,437.63,684.5,184,859
12/31/2004,438.1,684.5,184,861
1/3/2005,438.1,655,184,861
1/4/2005,426.22,638,180,844
1/5/2005,427.95,655.5,182,845
1/6/2005,422.38,648.5,181,847
1/7/2005,418.45,646.5,182.5,846
1/10/2005,420.1,647.5,187,846
1/11/2005,421.85,664.5,190,858
1/12/2005,426.25,672.5,189.5,858
1/13/2005,424.02,675.5,187,860
1/14/2005,421.95,663,183,853
1/17/2005,422.25,663,183,857
1/18/2005,423.15,667,182,860
1/19/2005,423.35,667,186,869.5
1/20/2005,421.65,657.5,184,862
1/21/2005,424.28,679,187.5,866
1/24/2005,427.27,687.5,191,871
1/25/2005,423.5,671,189.5,864
1/26/2005,423.5,683.5,188.5,866
1/27/2005,424.9,678.5,189,868
1/28/2005,425.02,681.5,189,870
1/31/2005,421.4,672.5,189,869
2/1/2005,420.1,676.5,190,876
2/2/2005,420.35,677.5,187,871
2/3/2005,416.8,670,182,864
2/4/2005,415.1,664,182,864
2/7/2005,414.3,661.5,178.5,869
2/8/2005,412.3,658.5,178,855
2/9/2005,412.1,658.5,179,850
2/10/2005,417.52,694.5,179,858
2/11/2005,421.02,714,181,870
2/14/2005,423.88,729.5,185.5,877
2/15/2005,425.13,730,183,860
2/16/2005,423.92,726,181,856
2/17/2005,427.13,734,180.5,859
2/18/2005,427.35,745,181.5,864.5
2/21/2005,427.35,745,179,861
2/22/2005,434.45,755,182,874
2/23/2005,434.7,741,183,863
2/24/2005,432.63,734,184,867
2/25/2005,433.55,728,182.5,864
2/28/2005,437.02,735.5,182,864
3/1/2005,432.25,721.5,183.5,864
3/2/2005,432.02,731.5,184,859
3/3/2005,430.75,725.5,193,866
3/4/2005,433.7,739,208,866.5
3/7/2005,434.4,741,204,865
3/8/2005,438.88,753.5,206,873
3/9/2005,440.05,757,204,870
3/10/2005,441.05,754.5,201,870
3/11/2005,446.32,757.5,195.5,866
3/14/2005,441.67,739,198,872
3/15/2005,440.52,739.5,202,876
3/16/2005,443.05,742,204,883
3/17/2005,438.88,739,200,877
3/18/2005,438.25,737,200,873
3/21/2005,431.65,710.5,199.75,869.5
3/22/2005,431.13,712.5,198,862
3/23/2005,426.35,701.5,195,859
3/24/2005,425.55,695.5,193,860
3/25/2005,425.55,695.5,193,860
3/28/2005,425.55,685,193,860
3/29/2005,426.55,703,193,861
3/30/2005,426.75,714,194,861
3/31/2005,427.65,721,198.5,864
4/1/2005,425.65,704,202,864
4/4/2005,426.25,697.5,198,855
4/5/2005,424.95,710,198,858
4/6/2005,425.6,715,199,859
4/7/2005,427.1,714,199,864
4/8/2005,426.2,716.5,196,858
4/11/2005,428.63,728,197,861
4/12/2005,427.3,715,196,862
4/13/2005,428.6,725.5,196.5,861
4/14/2005,423.85,709.5,197.5,861
4/15/2005,425.4,710,198,861
4/18/2005,427.1,707.5,198,861.5
4/19/2005,432.5,724.5,199,863
4/20/2005,434.8,735.5,203,872.5
4/21/2005,434.2,727,203,872
4/22/2005,435.3,730.5,201,873
4/25/2005,433.4,726.5,199,874
4/26/2005,435.97,725,200,880
4/27/2005,432.8,714.5,202,870
4/28/2005,432.05,702,197,865
4/29/2005,436.45,692.5,196,867
5/2/2005,436.45,684.5,196,867
5/3/2005,427.9,688.5,194,867
5/4/2005,428.32,695,194.25,873
5/5/2005,429.1,702.5,195,875
5/6/2005,424.63,693,195,873
5/9/2005,426.1,711,191,874
5/10/2005,427.7,714.5,193.5,878
5/11/2005,427.38,708.5,192,876
5/12/2005,424.7,703,192,869
5/13/2005,420.6,693.5,188.5,865
5/16/2005,419.25,696.5,188,853
5/17/2005,420.73,706,187,856
5/18/2005,419.95,715,190,860
5/19/2005,420.85,715.5,190.5,866
5/20/2005,417.25,697,187,863
5/23/2005,418.15,701,187,863
5/24/2005,417.85,703,186.75,867.5
5/25/2005,418.15,708,187.5,865
5/26/2005,418.45,719,184,861
5/27/2005,418.35,730.5,184,863
5/30/2005,418.35,730.5,184,863
5/31/2005,416.05,725.5,185,859.5
6/1/2005,416.25,759.5,186,870
6/2/2005,422.25,757.5,186,875
6/3/2005,423.05,755,184,874
6/6/2005,426.7,757,188,875
6/7/2005,425.25,744.5,188,876
6/8/2005,425.95,749,188,876
6/9/2005,422.75,729,186.25,872
6/10/2005,423.35,721,185,868
6/13/2005,428.95,730,185,870
6/14/2005,426.85,726.5,185,870
6/15/2005,428.65,735.5,189,877
6/16/2005,433.95,741.5,189,886
6/17/2005,438.15,738.5,189,891
6/20/2005,438.15,730,189,897
6/21/2005,437.05,727,187.75,879
6/22/2005,437.63,724,189,887
6/23/2005,441.85,731,187.5,888
6/24/2005,438.85,728,188,894.5
6/27/2005,439.25,724.5,186,888
6/28/2005,436.45,716,183,882
6/29/2005,437.25,708.5,182.5,882.5
6/30/2005,438.65,706.5,183,884
7/1/2005,428.15,694,180.5,880
7/4/2005,427.65,694,173,870
7/5/2005,423.15,686,172,860
7/6/2005,423.65,693.5,177.5,865
7/7/2005,425.75,700.5,180,868
7/8/2005,422.25,704,181.5,862
7/11/2005,426.13,709,183.5,867
7/12/2005,426.65,710.5,182.5,873
7/13/2005,424.05,705,182.75,874
7/14/2005,424.05,701.5,183,867
7/15/2005,420.75,698,183,864
7/18/2005,421.75,702.5,184.75,865.5
7/19/2005,419.75,700,186,866
7/20/2005,422.35,707,187.5,871
7/21/2005,424.35,711.5,192,882
7/22/2005,425.25,709.5,194,884
7/25/2005,425.9,714.5,192,886
7/26/2005,424.3,702.5,190,882.5
7/27/2005,424.25,704.5,187.5,879
7/28/2005,427.8,717,187.5,883
7/29/2005,429.8,724.5,192,898
8/1/2005,431.25,729,192.5,904.5
8/2/2005,432.65,725.5,192,906
8/3/2005,436.1,731,193,912
8/4/2005,439.4,726.5,192,905
8/5/2005,437.9,723.5,191.5,908
8/8/2005,436.4,709,192.5,899.5
8/9/2005,433.7,700.5,188,903.5
8/10/2005,436.3,706,187,902
8/11/2005,442.05,717,187,911
8/12/2005,446.6,711.5,187,915
8/15/2005,441.3,696.5,185,904
8/16/2005,444.05,703.5,184.5,887
8/17/2005,442.2,697.5,185,890
8/18/2005,442,701.5,184.5,887
8/19/2005,438.2,699,183,887.5
8/22/2005,438.6,708,182,891
8/23/2005,439.15,700.5,182,893
8/24/2005,437.2,691,184,896
8/25/2005,439.05,689.5,184.5,896
8/26/2005,438.9,677.5,183.5,894
8/29/2005,438.9,675.5,183.5,894
8/30/2005,430.55,671,183,890
8/31/2005,433.4,679,182,888
9/1/2005,440.45,699.5,184.5,897
9/2/2005,444.05,701,184,905
9/5/2005,445.35,701,183,908
9/6/2005,443.95,704.5,183.5,907
9/7/2005,445.2,709,183.5,904
9/8/2005,447.15,700.5,183,911
9/9/2005,449.55,700.5,183,909
9/12/2005,449.55,703,182.5,910
9/13/2005,446.55,694,182.5,908
9/14/2005,448.25,701,182.5,910
9/15/2005,454.15,697,184.5,914
9/16/2005,457.75,724,187,919
9/19/2005,468.55,743,197,922
9/20/2005,465.95,736,201,930
9/21/2005,468.35,739,196.5,927
9/22/2005,466.65,735,197.5,928
9/23/2005,462.95,726.5,193,921
9/26/2005,463.65,735,190,910
9/27/2005,460.1,725,193,915
9/28/2005,464.4,734,195,915
9/29/2005,472.25,747.5,196,923
9/30/2005,470.85,750.5,194,929
10/3/2005,465.95,741,194,926
10/4/2005,465.75,737.5,193,920
10/5/2005,464.45,741,192,914
10/6/2005,471.75,760,193.5,922
10/7/2005,474.75,771,196,930
10/10/2005,474.05,771,201,932
10/11/2005,476.4,791.5,207,941
10/12/2005,476.3,786,210,940
10/13/2005,470.4,772,206,932
10/14/2005,467,767,205,924
10/17/2005,474.9,789,213,937
10/18/2005,472.5,781.5,211,931
10/19/2005,465.35,769,207,928
10/20/2005,461.9,757.5,208,925
10/21/2005,466.9,761,208,925.5
10/24/2005,466.55,772.5,209,925.5
10/25/2005,472.3,782,211,938
10/26/2005,472.25,786,219,941
10/27/2005,473.45,787,227,941
10/28/2005,470.65,772,224,940
10/31/2005,465.7,763.5,227,938
11/1/2005,459.95,747,219,924
11/2/2005,462.15,753.5,222,930
11/3/2005,460.9,754,225,938
11/4/2005,456.4,753,227,936
11/7/2005,457.5,752.5,225,929
11/8/2005,461.45,763.5,227,937
11/9/2005,464,771,234,954
11/10/2005,467,770.5,243,953
11/11/2005,467.5,773,239,955.5
11/14/2005,469.4,778,251,967
11/15/2005,468.05,775,245,965
11/16/2005,477.7,795,255,983
11/17/2005,485.3,812.5,256,978
11/18/2005,487.3,805.5,259.5,979
11/21/2005,488,812,268,975
11/22/2005,491.75,814.5,258,971
11/23/2005,490.6,812,250,970
11/24/2005,493.38,812,254.5,979
11/25/2005,493.38,812,257,987
11/28/2005,495.3,828,261.5,995
11/29/2005,499,829.5,262,993
11/30/2005,495.2,827,258,979
12/1/2005,501.6,844.5,263,990
12/2/2005,503.9,855,266,1000
12/5/2005,505.6,863.5,270.5,998
12/6/2005,507.3,875,269,987
12/7/2005,514.6,878.5,274,998
12/8/2005,517.4,887.5,276,991
12/9/2005,529.75,903.5,295,1004
12/12/2005,537.1,911,293,1012
12/13/2005,524.7,850,272,995
12/14/2005,511.5,854.5,261,968
12/15/2005,508,857,255,954
12/16/2005,504.95,864.5,261,959
12/19/2005,507.1,866.5,262,974
12/20/2005,502.3,865.5,258,963
12/21/2005,494.1,831,247,953
12/22/2005,501.55,849.5,246,958
12/23/2005,501.55,860.5,253,961
12/26/2005,501.55,860.5,253,961
12/27/2005,501.55,872,253,961
12/28/2005,515.6,890,264,969
12/29/2005,512.55,883,258,965
12/30/2005,512.55,891,253,964
1/2/2006,512.55,891,253,964
1/3/2006,528.7,906,265,982
1/4/2006,531.5,913,269,990
1/5/2006,527.5,883.5,261,987
1/6/2006,536.7,904,267,993
1/9/2006,542.95,917,273,996
1/10/2006,541.7,892.5,275,1017
1/11/2006,544.95,903.5,269,1008
1/12/2006,546.1,904,271,1017
1/13/2006,556.3,914,273,1027
1/16/2006,562.1,914,287,1049
1/17/2006,558.8,913,278.5,1034
1/18/2006,547.4,886.5,271,1027
1/19/2006,552.7,901.5,271,1039
1/20/2006,563.2,898.5,278,1045
1/23/2006,559.1,898,276,1042
1/24/2006,556.9,914,274,1043
1/25/2006,562.5,940.5,277,1058
1/26/2006,559.25,951.5,273,1052
1/27/2006,557.38,965,273,1058
1/30/2006,566.75,978,276,1073
1/31/2006,569.85,985.5,290,1072
2/1/2006,566.15,975.5,292,1074
2/2/2006,573.6,973.5,296,1079
2/3/2006,569.25,973,315,1079
2/6/2006,573.25,982.5,302,1075
2/7/2006,556.65,942,295,1062
2/8/2006,550.25,943.5,288,1050
2/9/2006,559.65,957,298,1066
2/10/2006,548.15,935,294,1062
2/13/2006,544.35,924.5,282,1029
2/14/2006,543.85,927.5,276,1013
2/15/2006,544.45,916.5,283,1014
2/16/2006,541.15,934.5,273,997
2/17/2006,552.85,942.5,283,1012
2/20/2006,556.05,942.5,290,1030
2/21/2006,554.75,957.5,289,1023
2/22/2006,552.05,958,290,1024
2/23/2006,554.05,957,286,1026
2/24/2006,558.05,958.5,284,1032
2/27/2006,553.55,958,283,1037
2/28/2006,559.75,974,282.6,1046
3/1/2006,565.45,975,288,1046
3/2/2006,565.65,986.5,292,1051
3/3/2006,567.25,1008,303,1059
3/6/2006,565.95,1016.5,300,1049
3/7/2006,549.45,1004.5,297,1039
3/8/2006,541.88,967,283,1010
3/9/2006,547.75,990.5,283,1017
3/10/2006,541.15,985,286,1006
3/13/2006,543.75,1001,290,1018
3/14/2006,547.55,1019.5,300,1018
3/15/2006,555.25,1030,316,1030
3/16/2006,549.95,1024,314,1028
3/17/2006,554.55,1037.5,316,1033
3/20/2006,554.55,1033.5,315,1036
3/21/2006,549.85,1035,313,1035
3/22/2006,550.25,1048,317,1040
3/23/2006,547.15,1064,315,1037
3/24/2006,559.25,1073,324,1042
3/27/2006,566.05,1085.5,338,1059
3/28/2006,567.75,1087,337,1067
3/29/2006,565.85,1101.5,330,1065
3/30/2006,586.05,1137.5,345,1084
3/31/2006,583.55,1153,332,1076
4/3/2006,590.25,1170.5,339,1072
4/4/2006,586.85,1174,336,1075
4/5/2006,587.35,1171.5,338,1070
4/6/2006,594.35,1199,350,1084
4/7/2006,589.35,1209.5,348,1074
4/10/2006,594.8,1234.5,357,1095
4/11/2006,599.3,1265.5,357,1086
4/12/2006,599.5,1265,345,1087
4/13/2006,594.4,1268,343,1075
4/14/2006,594.4,1268,343,1075
4/17/2006,594.4,1317.5,343,1075
4/18/2006,616.25,1350.5,358,1105
4/19/2006,628.6,1432,369,1117
4/20/2006,614.15,1260,363,1121
4/21/2006,624.1,1288,350,1115
4/24/2006,624.9,1232,358,1120
4/25/2006,630.25,1264,360,1127
4/26/2006,639,1279,359,1130
4/27/2006,642.2,1292,360,1127
4/28/2006,650.3,1338,362,1145
5/1/2006,650.3,1392,362,1145
5/2/2006,664.5,1416,376,1170
5/3/2006,665.5,1369.5,381,1184
5/4/2006,672.7,1384,375,1174
5/5/2006,680.4,1380,380,1180
5/8/2006,677.3,1376,375,1188
5/9/2006,696.2,1446,382,1229
5/10/2006,701.8,1420,388,1245
5/11/2006,720.2,1493,397.5,1293
5/12/2006,719.55,1433,404,1325
5/15/2006,692.75,1321,367,1290
5/16/2006,689,1323,377,1297
5/17/2006,690,1305,388,1331
5/18/2006,690.7,1261,377,1325
5/19/2006,654.5,1224,345,1302
5/22/2006,651.25,1232,336,1278
5/23/2006,668.3,1301,351.5,1304
5/24/2006,643.25,1258,348,1295
5/25/2006,647.7,1270,348,1285
5/26/2006,646.7,1270,351,1292
5/29/2006,646.7,1270,351,1292
5/30/2006,661.25,1308,355,1295
5/31/2006,647.1,1250,355,1280
6/1/2006,631,1210.7,338,1225
6/2/2006,632.75,1207,348,1240
6/5/2006,641.25,1226,359.5,1253
6/6/2006,626.5,1164,347,1233
6/7/2006,626.5,1171,334,1221
6/8/2006,613.95,1136,327,1218
6/9/2006,615.65,1130,324,1200
6/12/2006,609.35,1115,318,1177
6/13/2006,576.5,1003,282,1135
6/14/2006,565.35,983,285,1125
6/15/2006,573.8,1021,298,1164
6/16/2006,573.55,1009,307,1158
6/19/2006,574.35,994,298,1138
6/20/2006,568.65,1013,297,1158
6/21/2006,575.3,1037,307,1175
6/22/2006,585.5,1034,316,1186
6/23/2006,578.5,1021,303,1169
6/26/2006,579.65,1015,316,1184
6/27/2006,593.3,1046,315,1183
6/28/2006,581.15,1025,311,1189
6/29/2006,589.15,1045,311,1191
6/30/2006,613.15,1101,312,1226
7/3/2006,624.75,1159,326,1239
7/4/2006,624.75,1159,324,1230
7/5/2006,625.75,1130,323,1232
7/6/2006,620.15,1155,320,1230
7/7/2006,631.85,1137.5,323,1230
7/10/2006,627.65,1117,317,1215
7/11/2006,634.55,1147,323,1232
7/12/2006,654.45,1159,327,1258
7/13/2006,645.95,1143,328.5,1252
7/14/2006,666.85,1153,328,1252
7/17/2006,649.35,1107,320,1242
7/18/2006,646.55,1084,316,1230.5
7/19/2006,639.75,1092,308,1210
7/20/2006,642.95,1108,312,1220
7/21/2006,626.05,1081,308,1216
7/24/2006,603.17,1076,307,1196
7/25/2006,610.95,1086,311.5,1228
7/26/2006,618.77,1104,313,1217
7/27/2006,634.75,1142.5,316.75,1233
7/28/2006,636.55,1139,313,1215
7/31/2006,632.65,1142.5,309.5,1228
8/1/2006,639.65,1163,316,1231
8/2/2006,654.95,1218.5,322,1246
8/3/2006,642.85,1209.5,322,1239
8/4/2006,648.75,1248.5,323,1241
8/7/2006,650.57,1244,322,1249
8/8/2006,644.57,1231,317,1237
8/9/2006,654.15,1265,321,1243
8/10/2006,642.27,1250,323,1248
8/11/2006,638.52,1188,321,1245
8/14/2006,627.57,1203,312,1218
8/15/2006,621.8,1210,320,1225
8/16/2006,628.8,1243.5,332,1236
8/17/2006,625.27,1213,339,1241
8/18/2006,611.7,1190,334,1217
8/21/2006,623.97,1236.5,338,1232
8/22/2006,622.27,1236.5,338,1228
8/23/2006,624.07,1250,343,1231
8/24/2006,623.35,1251.5,346,1227
8/25/2006,621.85,1242,344,1223
8/28/2006,621.85,1205,344,1223
8/29/2006,609.75,1208,336,1216
8/30/2006,618.77,1208,337,1230
8/31/2006,624.15,1278,341,1245
9/1/2006,623.7,1298,343,1241
9/4/2006,626.9,1298,344,1247
9/5/2006,637.5,1314,349,1267
9/6/2006,637.4,1315,349,1268
9/7/2006,617.5,1259.5,346.5,1254
9/8/2006,609.3,1220,320,1222
9/11/2006,584.77,1122,315,1199.5
9/12/2006,593.7,1125,318,1207
9/13/2006,586.35,1126,319,1189
9/14/2006,588.17,1109.5,330,1188
9/15/2006,576.15,1057,313,1150
9/18/2006,579.95,1097,304,1159
9/19/2006,579.15,1099.5,317,1160
9/20/2006,585.7,1110,308,1135
9/21/2006,579.6,1112.5,308,1132
9/22/2006,587.1,1123.5,322,1153
9/25/2006,585.6,1109,313,1127
9/26/2006,591.7,1137.5,314,1127
9/27/2006,592.1,1158,314,1140
9/28/2006,604.7,1165,321,1150
9/29/2006,596.4,1140.5,315,1140
10/2/2006,600.2,1158.5,313,1150
10/3/2006,582.5,1114.5,303.5,1123
10/4/2006,562.5,1062.5,300,1102
10/5/2006,569.35,1110,299,1085
10/6/2006,567.38,1102,295,1070
10/9/2006,576.13,1126.5,302,1087
10/10/2006,574,1119,297,1072
10/11/2006,576.67,1141,303,1065
10/12/2006,577.88,1135,308,1070
10/13/2006,587,1160,314,1073
10/16/2006,593.1,1182,322,1087
10/17/2006,587.57,1171.5,319,1086
10/18/2006,593.3,1182,324,1083
10/19/2006,596.4,1202.5,327,1080
10/20/2006,595,1195,326,1080
10/23/2006,584.77,1167,317,1072
10/24/2006,581.17,1167.5,318,1053
10/25/2006,587.95,1191.5,317,1063
10/26/2006,594.97,1218.5,321,1082
10/27/2006,597.65,1205.5,319,1072
10/30/2006,607.6,1223,323,1086
10/31/2006,605.4,1217,316,1073
11/1/2006,615.3,1246.5,324,1099
11/2/2006,621.5,1263,322,1108
11/3/2006,625.2,1257.5,327,1200
11/6/2006,627.3,1276,328,1177
11/7/2006,626,1270,333,1189
11/8/2006,624.07,1255.5,325,1167
11/9/2006,625.38,1290,329,1192
11/10/2006,628.8,1293,333.5,1220
11/13/2006,623.3,1291.5,324,1185
11/14/2006,620.9,1283.5,322,1186
11/15/2006,620.9,1283.5,314,1160
11/16/2006,624.38,1303,314,1196
11/17/2006,619.27,1283.5,316,1160
11/20/2006,624.6,1289.5,321,1262
11/21/2006,628.17,1302,328,1355
11/22/2006,628.47,1305,325,1140
11/23/2006,630.8,1305,323,1163
11/24/2006,638.6,1305,328,1192
11/27/2006,639.97,1352,327,1174
11/28/2006,636.07,1356.5,324,1185
11/29/2006,636,1368.5,319,1145
11/30/2006,647.6,1399,327,1171
12/1/2006,646.95,1402,326,1156
12/4/2006,644.9,1406,328,1158
12/5/2006,643.27,1396,331,1141
12/6/2006,637.97,1374.5,326,1126
12/7/2006,626.35,1362,326,1122
12/8/2006,635.88,1378,329.5,1117
12/11/2006,629.78,1380,328,1106
12/12/2006,628.67,1386,328,1110
12/13/2006,629.97,1381,326,1106
12/14/2006,628.65,1385.5,328,1110
12/15/2006,623.67,1362,326,1108
12/18/2006,613.92,1253,322,1104
12/19/2006,620.15,1268,322,1118
12/20/2006,621.05,1252.5,325,1122
12/21/2006,621.05,1247,324,1119
12/22/2006,620.97,1247,326,1121
12/25/2006,620.97,1247,326,1121
12/26/2006,620.97,1270,326,1121
12/27/2006,627.38,1277,324,1124
12/28/2006,634.5,1281,323.5,1118
12/29/2006,634.5,1283,324,1117
1/1/2007,634.5,1283,324,1117
1/2/2007,640.7,1283,334,1135
1/3/2007,635.67,1260,340,1136
1/4/2007,627.42,1277,338,1128
1/5/2007,603.97,1219,340,1120
1/8/2007,607.6,1225,332,1118
1/9/2007,609.1,1234.5,329,1123
1/10/2007,610.4,1245,329,1143
1/11/2007,614.97,1251,331,1143
1/12/2007,618.4,1267,329.5,1137
1/15/2007,626.9,1267,330,1147
1/16/2007,624.6,1263,332,1142
1/17/2007,631.9,1280,332,1136
1/18/2007,633.5,1276,339,1157
1/19/2007,631.8,1286,339,1154
1/22/2007,638.97,1310,342,1160
1/23/2007,645.7,1323,347.5,1168
1/24/2007,641.77,1310.5,346,1166
1/25/2007,652.3,1341,351,1180
1/26/2007,646.57,1337,349,1169
1/29/2007,647.88,1331,340,1164
1/30/2007,645.67,1335,334,1170
1/31/2007,652.77,1363,331,1160
2/1/2007,657.55,1368.5,342,1191
2/2/2007,643.57,1328.5,339,1165
2/5/2007,650.45,1354.5,338,1165
2/6/2007,653.07,1364.5,342,1186
2/7/2007,655.67,1373,343,1195
2/8/2007,655.13,1382,337,1187
2/9/2007,663.55,1388.5,336,1196
2/12/2007,661.63,1357,336,1189
2/13/2007,664.15,1396.5,337,1194
2/14/2007,668.02,1403,343,1216
2/15/2007,664.67,1393,342,1213
2/16/2007,664.72,1395.5,338,1195
2/19/2007,670.75,1395.5,340,1217
2/20/2007,657.27,1374,335,1208
2/21/2007,662.85,1396,337,1210
2/22/2007,677.35,1432.5,348,1225
2/23/2007,685.97,1462.5,353,1234
2/26/2007,686.17,1454,355.25,1236
2/27/2007,679.47,1461,349,1230
2/28/2007,669.17,1412.5,346,1239
3/1/2007,669.07,1415.5,353,1248
3/2/2007,650.17,1300,347,1203
3/5/2007,642.97,1268,338,1165
3/6/2007,641.82,1293.5,343,1190
3/7/2007,647.6,1300,346,1186
3/8/2007,652.3,1304,351,1195
3/9/2007,652.17,1284,352,1203
3/12/2007,652.47,1306,350.5,1202
3/13/2007,648.9,1291.5,349,1220
3/14/2007,639.6,1272,347,1203
3/15/2007,647.8,1307,350,1215
3/16/2007,653.1,1312,351,1219
3/19/2007,653.47,1319,352,1226
3/20/2007,659.9,1338.5,352,1231
3/21/2007,658.45,1328.5,351,1232
3/22/2007,664.57,1346.5,353,1236
3/23/2007,657.88,1320,354,1232
3/26/2007,662.07,1335.5,353,1237
3/27/2007,663.95,1323,353,1239
3/28/2007,666.85,1333.5,352,1246
3/29/2007,660.15,1324,352,1241
3/30/2007,663.85,1339,351.75,1244
4/2/2007,658.8,1313,350.5,1235
4/3/2007,666.4,1348,352,1245
4/4/2007,673.67,1361,355,1248
4/5/2007,675.5,1366.5,350.5,1251
4/6/2007,675.5,1366.5,350.5,1251
4/9/2007,675.5,1386,350.5,1251
4/10/2007,675.5,1394,358,1262
4/11/2007,676.88,1384,364,1265
4/12/2007,671.75,1379.5,369,1266
4/13/2007,684.3,1411,371.5,1269
4/16/2007,686.75,1389.5,373,1276
4/17/2007,688.05,1404,373,1270
4/18/2007,689.65,1397.5,374.5,1281
4/19/2007,682.75,1365,375,1292
4/20/2007,692.05,1395.5,382,1317
4/23/2007,689.95,1395.5,380,1318
4/24/2007,685.75,1376.5,381,1321
4/25/2007,685,1381.5,378,1307
4/26/2007,674.8,1328.5,374,1300
4/27/2007,677.2,1345,371,1281
4/30/2007,680.75,1343.5,371,1286
5/1/2007,673.85,1329,368,1285
5/2/2007,672.95,1320,370,1285
5/3/2007,675.25,1340.5,374,1299
5/4/2007,690.2,1354.5,374,1311
5/7/2007,690.2,1355.5,374,1311
5/8/2007,686.05,1338.5,374.5,1328
5/9/2007,683.4,1333,370,1326
5/10/2007,673.05,1326,362,1321
5/11/2007,672.35,1324,363,1324
5/14/2007,668.85,1324,363,1329
5/15/2007,672.55,1323.5,356,1320
5/16/2007,665.65,1309.5,359,1326
5/17/2007,661.55,1286,357,1302
5/18/2007,662.05,1298,362,1308
5/21/2007,661.8,1307,366,1305
5/22/2007,661.5,1299.5,375.5,1294
5/23/2007,663.45,1306.5,374,1295
5/24/2007,657,1287,373.5,1290
5/25/2007,655.3,1294.5,367,1276
5/28/2007,655.3,1294.5,367,1276
5/29/2007,657.9,1321.5,370,1267
5/30/2007,653.4,1316,365,1257
5/31/2007,662.05,1342,367,1280
6/1/2007,668.35,1366,371,1290
6/4/2007,673.15,1378,370,1292
6/5/2007,671.8,1379,369,1296
6/6/2007,666,1367,366,1288
6/7/2007,668.5,1368,367,1300
6/8/2007,646.9,1305.5,369,1288
6/11/2007,652.5,1326.5,366,1291
6/12/2007,648.45,1314.5,367,1290
6/13/2007,651.8,1316,364,1275
6/14/2007,651.4,1318.5,368,1276
6/15/2007,654.05,1323.5,367,1278
6/18/2007,656.7,1328.5,370,1293
6/19/2007,657.35,1322.5,369.5,1289
6/20/2007,656.35,1327.5,374,1295
6/21/2007,652.15,1299,375,1290
6/22/2007,653,1314,375,1301
6/25/2007,650.95,1301,371.5,1288
6/26/2007,644.5,1237.5,367,1273
6/27/2007,642.45,1232,365.5,1266
6/28/2007,649.65,1248,365.5,1279
6/29/2007,650.45,1251.5,365,1273
7/2/2007,656.85,1258.5,366,1277.5
7/3/2007,653.1,1256,365,1281
7/4/2007,654.9,1256,364,1283
7/5/2007,649.5,1247.5,365,1290
7/6/2007,652.7,1276.5,363,1287
7/9/2007,661.85,1280.5,368,1303
7/10/2007,664.35,1295,367,1296
7/11/2007,660.8,1287,367,1306
7/12/2007,668.5,1306,368,1306
7/13/2007,665.9,1306.5,368,1313
7/16/2007,665.9,1299,367,1313
7/17/2007,666.2,1302,366,1309
7/18/2007,672.4,1320,366,1309
7/19/2007,675.3,1327.5,369,1322
7/20/2007,682.7,1339.5,370.5,1332
7/23/2007,683,1325,370.5,1329
7/24/2007,684.3,1333.5,368,1333
7/25/2007,673.05,1311.5,364.5,1317
7/26/2007,668.15,1288.5,364,1314
7/27/2007,662.7,1267,362,1284
7/30/2007,662.4,1278,363,1270
7/31/2007,664.65,1294.5,365,1292
8/1/2007,664.75,1298,363,1283
8/2/2007,663.9,1299,366,1287
